ds,y,daily_stars,repository
2023-01-01,0.0,0.0,matplotlib/matplotlib
2023-01-02,3.8721039603775464,3.8721039603775464,matplotlib/matplotlib
2023-01-03,9.162155924356094,5.290051963978548,matplotlib/matplotlib
2023-01-04,13.55840429780989,4.396248373453796,matplotlib/matplotlib
2023-01-05,18.33301171861848,4.774607420808588,matplotlib/matplotlib
2023-01-06,24.742019607327563,6.409007888709083,matplotlib/matplotlib
2023-01-07,31.07944691771936,6.337427310391796,matplotlib/matplotlib
2023-01-08,35.993029701069375,4.913582783350014,matplotlib/matplotlib
2023-01-09,39.913269210488124,3.9202395094187517,matplotlib/matplotlib
2023-01-10,46.128883173946946,6.21561396345882,matplotlib/matplotlib
2023-01-11,53.39843474522738,7.26955157128043,matplotlib/matplotlib
2023-01-12,58.142469056534274,4.744034311306897,matplotlib/matplotlib
2023-01-13,63.553933927537955,5.411464871003678,matplotlib/matplotlib
2023-01-14,68.05102145790941,4.497087530371459,matplotlib/matplotlib
2023-01-15,71.65356172197261,3.6025402640631956,matplotlib/matplotlib
2023-01-16,78.16611178808475,6.512550066112147,matplotlib/matplotlib
2023-01-17,83.60260623629281,5.436494448208062,matplotlib/matplotlib
2023-01-18,89.79850482502303,6.195898588730217,matplotlib/matplotlib
2023-01-19,94.16339214070142,4.364887315678388,matplotlib/matplotlib
2023-01-20,99.1609421852126,4.997550044511186,matplotlib/matplotlib
2023-01-21,104.46224788426395,5.301305699051344,matplotlib/matplotlib
2023-01-22,108.5353372279776,4.073089343713665,matplotlib/matplotlib
2023-01-23,116.5766224816228,8.041285253645196,matplotlib/matplotlib
2023-01-24,121.6334952298949,5.056872748272097,matplotlib/matplotlib
2023-01-25,127.56909421551876,5.935598985623854,matplotlib/matplotlib
2023-01-26,134.50143572322983,6.932341507711077,matplotlib/matplotlib
2023-01-27,138.13083029422393,3.629394570994106,matplotlib/matplotlib
2023-01-28,140.6499873371873,2.519157042963378,matplotlib/matplotlib
2023-01-29,143.43456092158087,2.7845735843935686,matplotlib/matplotlib
2023-01-30,150.83985566837606,7.405294746795198,matplotlib/matplotlib
2023-01-31,155.69344507493344,4.853589406557367,matplotlib/matplotlib
2023-02-01,164.92759943291978,9.23415435798633,matplotlib/matplotlib
2023-02-02,169.76674837770258,4.839148944782798,matplotlib/matplotlib
2023-02-03,175.66238405043038,5.895635672727778,matplotlib/matplotlib
